DAC Output Spectrum X,DAC Output Spectrum Y
0,-62.30828474440828
122070.3125,-89.20653422517448
244140.625,-112.6939430122466
366210.9374999999,-96.14573526026233
488281.2499999999,-106.3959969776389
610351.5624999999,-93.10561506182566
732421.8749999999,-117.3652123917469
854492.1874999999,-102.253258421945
976562.4999999999,-120.3814598321335
1098632.8125,-89.2187763803512
1220703.125,-115.3983655880592
1342773.4375,-81.17303156903068
1464843.75,-122.977055811935
1586914.0625,-75.41327353799601
1708984.375,-122.3202076112427
1831054.6875,-103.6732062503934
1953125,-115.6819013365641
2075195.3125,-95.90483960689104
2197265.625,-119.2199677538648
2319335.9375,-90.20077444020068
2441406.25,-133.5106587315391
2563476.5625,-85.43602623840155
2685546.875,-113.4349543305056
2807617.1875,-85.63253489111833
2929687.5,-126.6724866594024
3051757.8125,-78.84386251625476
3173828.125,-120.9868436259932
3295898.4375,-83.16427280192782
3417968.75,-115.3539926810313
3540039.0625,-76.87622371310675
3662109.375,-127.7548161543974
3784179.6875,-71.62903167986076
3906250,-112.9945937349037
4028320.3125,-79.31596029743199
4150390.625,-114.8758121297095
4272460.937499999,-101.8738246499502
4394531.249999999,-98.13302169226233
4516601.562499999,-93.47138066995605
4638671.874999999,-111.0944920304286
4760742.187499999,-87.81644210932923
4882812.499999999,-115.8036114597903
5004882.812499999,-92.29967914241604
5126953.124999999,-114.7703308722448
5249023.437499999,-81.12137637620906
5371093.749999999,-134.9987201974511
5493164.062499999,-104.8403333036587
5615234.374999999,-110.5904967036982
5737304.687499999,-73.11719061657945
5859374.999999999,-120.1431767241478
5981445.312499999,-84.95683095751261
6103515.624999999,-133.5048849076313
6225585.937499999,-78.99928609014692
6347656.249999999,-125.1757795887627
6469726.562499999,-85.6832760771882
6591796.874999999,-134.67787256399
6713867.187499999,-84.76770346596
6835937.499999999,-123.9057844147869
6958007.812499999,-83.90264389882928
7080078.124999999,-111.1283866874253
7202148.437499999,-83.86545128819122
7324218.749999999,-126.678686201275
7446289.062499999,-83.58313233926735
7568359.374999999,-114.6962823076705
7690429.687499999,-78.34233387054228
7812499.999999999,-113.2881689239251
7934570.312499999,-75.96442255331576
8056640.624999999,-122.046328187215
8178710.937499999,-84.40654662169209
8300781.249999999,-109.4539369604033
8422851.562499998,-95.20457257065659
8544921.874999998,-108.1584244886339
8666992.187499998,-83.60057802054094
8789062.499999998,-94.07035869355623
8911132.812499998,-83.32893454589622
9033203.124999998,-114.0880876994547
9155273.437499998,-93.58974942422282
9277343.749999998,-129.4993095572968
9399414.062499998,-83.95404745439444
9521484.374999998,-130.5912101855326
9643554.687499998,-94.76493948362723
9765624.999999998,-126.3426186240466
9887695.312499998,-81.29154595408943
10009765.625,-112.7475613575063
10131835.9375,-80.31456815553088
10253906.25,-126.2409825416269
10375976.5625,-73.25446899471079
10498046.875,-124.746648832811
10620117.1875,-80.88579962182558
10742187.5,-138.5765000216076
10864257.8125,-77.52872401402126
10986328.125,-128.4481458268666
11108398.4375,-95.28655249057388
11230468.75,-119.5194541064765
11352539.0625,-92.8118002296809
11474609.375,-127.8568262493487
11596679.6875,-81.95839487296828
11718750,-116.3073360426216
11840820.3125,-90.77153295812806
11962890.625,-118.7012809583068
12084960.9375,-83.59009204507728
12207031.25,-113.6617166268209
12329101.5625,-94.58888618944997
12451171.875,-136.207565271251
12573242.1875,-80.37875249493183
12695312.5,-116.1688746470227
12817382.8125,-78.36104772799752
12939453.125,-105.9317809056471
13061523.4375,-88.11721986373354
13183593.75,-98.05088666384434
13305664.0625,-95.83141752103691
13427734.375,-104.8582491836304
13549804.6875,-82.00812748956075
13671875,-111.005330391296
13793945.3125,-82.4818710315452
13916015.625,-115.4243248719641
14038085.9375,-92.14830643903116
14160156.25,-112.3148656384167
14282226.5625,-79.6344965761119
14404296.875,-118.3244260382903
14526367.1875,-85.86675553587847
14648437.5,-115.6051224854655
14770507.8125,-79.06138170154311
14892578.125,-134.7434939233493
15014648.4375,-78.85954246634446
15136718.75,-121.371484899352
15258789.0625,-85.37716597939068
15380859.375,-138.6674058329466
15502929.6875,-80.23629820853938
15625000,-115.0970403480683
15747070.3125,-85.13130285242303
15869140.625,-127.7395576442374
15991210.9375,-100.0155390581424
16113281.25,-112.2217996602154
16235351.5625,-84.81332238673589
16357421.875,-128.4195483209465
16479492.1875,-79.94766677594629
16601562.5,-120.9578132737952
16723632.8125,-81.23536030197326
16845703.125,-114.6473265882393
16967773.4375,-89.41141125504627
17089843.75,-113.2138449276398
17211914.0625,-76.86523089697796
17333984.375,-110.2731020476345
17456054.6875,-80.58441712376771
17578125,-99.04865949489989
17700195.3125,-86.13259091512236
17822265.625,-108.6552490557454
17944335.9375,-83.86534558868232
18066406.25,-114.5308821935458
18188476.5625,-91.47472052234569
18310546.875,-119.2305577677471
18432617.1875,-80.41343679619158
18554687.5,-117.8564406427271
18676757.8125,-83.92231664229
18798828.125,-123.3707275054931
18920898.4375,-84.76451731085042
19042968.75,-117.3055252929834
19165039.0625,-73.51151465020776
19287109.375,-131.3604549794252
19409179.6875,-87.57943723552445
19531250,-114.2086550160231
19653320.3125,-91.85818104004083
19775390.625,-117.3767868604956
19897460.9375,-86.97521502280843
20019531.25,-115.0428889870465
20141601.5625,-80.64183035828134
20263671.875,-124.5970167875186
20385742.1875,-77.54590296183694
20507812.5,-121.281271115721
20629882.8125,-86.89956587396809
20751953.125,-120.2488014258056
20874023.4375,-75.10585472854692
20996093.75,-115.6335469605391
21118164.0625,-92.2787728689721
21240234.375,-123.4946633954363
21362304.6875,-81.05138754163721
21484375,-106.5191608402852
21606445.3125,-90.06263260427224
21728515.625,-102.4922894471646
21850585.9375,-76.68534428346223
21972656.25,-105.0808173930853
22094726.5625,-87.82596708358
22216796.875,-109.1991295907595
22338867.1875,-83.99371573096286
22460937.5,-107.8929149426719
22583007.8125,-81.6611464830352
22705078.125,-127.5692615971589
22827148.4375,-80.2100644754161
22949218.75,-118.6507686990941
23071289.0625,-75.41506428492394
23193359.375,-122.1403042428523
23315429.6875,-92.83761824777315
23437500,-119.0419497308634
23559570.3125,-80.37550177519702
23681640.625,-114.7032023216309
23803710.9375,-92.9412780575633
23925781.25,-119.0625673207483
24047851.5625,-88.68176938333002
24169921.875,-116.1917297043945
24291992.1875,-92.6718794694014
24414062.5,-132.4105522081265
24536132.8125,-79.1846030836177
24658203.125,-110.3330072490421
24780273.4375,-92.01402705202248
24902343.75,-118.5205256241906
25024414.0625,-84.4159697203242
25146484.375,-114.5520187455001
25268554.6875,-93.97043636938395
25390625,-134.8504166102617
25512695.3125,-83.57598504378512
25634765.625,-116.9257536456266
25756835.9375,-78.39503309249129
25878906.25,-118.0749976973034
26000976.5625,-83.94639756766401
26123046.875,-98.55250973675246
26245117.1875,-94.94632344652953
26367187.5,-98.31738693868188
26489257.8125,-85.84492195094668
26611328.125,-100.2169895546349
26733398.4375,-75.9287606464528
26855468.75,-111.8115843913372
26977539.0625,-92.1314438558254
27099609.375,-126.3721065815727
27221679.6875,-100.7053097011742
27343750,-129.1329573591203
27465820.3125,-80.3887419687784
27587890.625,-110.1563105035292
27709960.9375,-80.50928441694154
27832031.25,-122.5230149399807
27954101.5625,-75.27806435912828
28076171.875,-118.0986768331394
28198242.1875,-89.80978904361827
28320312.5,-116.8625443844626
28442382.8125,-82.30629020612514
28564453.125,-133.9869417988903
28686523.4375,-78.32343901597835
28808593.75,-114.0799279952671
28930664.0625,-91.93761219142931
29052734.375,-111.0067214708462
29174804.6875,-82.87993421903053
29296875,-120.295086824819
29418945.3125,-78.04679801781845
29541015.625,-114.4401714573006
29663085.9375,-100.0024831914417
29785156.25,-112.9691106484964
29907226.5625,-79.11035583489827
30029296.875,-112.4695568718321
30151367.1875,-83.91604504315742
30273437.5,-115.5164462161211
30395507.8125,-87.65652676682514
30517578.125,-124.5572936668908
30639648.4375,-76.12335712319138
30761718.75,-92.34037007842068
30883789.0625,-78.21413512840775
31005859.375,-103.8195038130217
31127929.6875,-83.6327617446785
31250000,-114.2185398552555
31372070.3125,-76.86577854301524
31494140.625,-105.836898057116
31616210.9375,-86.96129557773732
31738281.25,-106.7664459721403
31860351.5625,-96.81147341293936
31982421.875,-117.9681444322526
32104492.1875,-73.05199074597536
32226562.5,-118.8247813011019
32348632.8125,-81.04183619447774
32470703.125,-116.3531762219588
32592773.4375,-83.28387162133981
32714843.75,-127.1758255279142
32836914.0625,-88.25317696460182
32958984.375,-124.0951371032579
33081054.6875,-85.74210509926783
33203125,-122.8592163007252
33325195.3125,-84.22669059874923
33447265.625,-135.1548145268609
33569335.93749999,-82.40671215690185
33691406.24999999,-125.2071655857852
33813476.56249999,-75.4389345922464
33935546.87499999,-117.7141246592277
34057617.18749999,-97.78580353486808
34179687.49999999,-115.248573503512
34301757.81249999,-82.18742363169703
34423828.12499999,-109.8849720741996
34545898.43749999,-74.42562276919779
34667968.74999999,-130.6160221374513
34790039.06249999,-80.9666891936488
34912109.37499999,-112.6641460606267
35034179.68749999,-71.61456880550062
35156249.99999999,-95.78682528627327
35278320.31249999,-76.22401627269477
35400390.62499999,-111.5450687447212
35522460.93749999,-94.44536167096882
35644531.24999999,-113.9078426129025
35766601.56249999,-89.41475935670219
35888671.87499999,-111.3068997887935
36010742.18749999,-78.18045709188256
36132812.49999999,-123.1112783669449
36254882.81249999,-86.7087784446049
36376953.12499999,-119.0059729291997
36499023.43749999,-75.18231085861309
36621093.74999999,-125.4989150894531
36743164.06249999,-83.05406732355208
36865234.37499999,-113.6599111996384
36987304.68749999,-94.84072027880842
37109374.99999999,-117.379475158516
37231445.31249999,-87.99859288286339
37353515.62499999,-130.136345379111
37475585.93749999,-88.84974873931171
37597656.24999999,-130.6594733919445
37719726.56249999,-90.22515831208156
37841796.87499999,-135.6200943356427
37963867.18749999,-74.52771046954392
38085937.49999999,-112.9249537753517
38208007.81249999,-86.2832620519461
38330078.12499999,-107.9748708468248
38452148.43749999,-77.54558807775754
38574218.74999999,-117.0035913925757
38696289.06249999,-75.2060602256856
38818359.37499999,-121.3531790485988
38940429.68749999,-85.97026514727104
39062499.99999999,-120.8743299817927
39184570.31249999,-77.44638991463481
39306640.62499999,-117.4716058324235
39428710.93749999,-74.24974948142645
39550781.24999999,-100.9731343831166
39672851.56249999,-79.18254467393987
39794921.87499999,-112.2553965646072
39916992.18749999,-84.04065757265681
40039062.49999999,-113.0957323565273
40161132.81249999,-83.70796591655645
40283203.12499999,-119.3508278343293
40405273.43749999,-83.37935429842406
40527343.74999999,-110.3290979756219
40649414.06249999,-80.84749381312848
40771484.37499999,-122.3618287950921
40893554.68749999,-99.40435589956992
41015624.99999999,-140.9850744130207
41137695.31249999,-76.9546363132777
41259765.62499999,-128.5428862159029
41381835.93749999,-80.85836947003044
41503906.24999999,-116.0558799675928
41625976.56249999,-91.77859348112793
41748046.87499999,-123.5009998234239
41870117.18749999,-93.15930888993282
41992187.49999999,-118.9215189568479
42114257.81249999,-98.25493285432542
42236328.12499999,-113.6017427369738
42358398.43749999,-77.68005397297544
42480468.74999999,-125.7149182715859
