DAC Output Spectrum X,DAC Output Spectrum Y
0,-65.75301372868944
122070.3125,-77.08950368232713
244140.625,-123.4725376890819
366210.9374999999,-85.84935368585636
488281.2499999999,-112.3953637119257
610351.5624999999,-75.89130800168236
732421.8749999999,-126.0589342094748
854492.1874999999,-74.73354709490557
976562.4999999999,-116.7186647168091
1098632.8125,-83.61223699792397
1220703.125,-116.1265600366448
1342773.4375,-88.06615083434838
1464843.75,-122.357796942761
1586914.0625,-87.86364166877783
1708984.375,-115.4221922232214
1831054.6875,-79.33892759914553
1953125,-122.4467124610937
2075195.3125,-80.498454482434
2197265.625,-112.9134410485587
2319335.9375,-77.53496847965054
2441406.25,-122.3200979062986
2563476.5625,-81.84627812154444
2685546.875,-118.2813523225055
2807617.1875,-83.97048854181392
2929687.5,-117.3723362478014
3051757.8125,-85.98152446855508
3173828.125,-111.0099179959131
3295898.4375,-98.40409216473363
3417968.75,-127.0568115369182
3540039.0625,-89.85895788453428
3662109.375,-111.1949267899416
3784179.6875,-86.74072851016564
3906250,-110.4035393058707
4028320.3125,-86.59710044127904
4150390.625,-113.0201076235025
4272460.937499999,-88.19492404555403
4394531.249999999,-117.9627546199355
4516601.562499999,-77.77127469135432
4638671.874999999,-123.9794019442228
4760742.187499999,-77.93708954386904
4882812.499999999,-98.3396317792044
5004882.812499999,-79.47911296207518
5126953.124999999,-125.9774355240752
5249023.437499999,-84.51908273486438
5371093.749999999,-119.0767811354834
5493164.062499999,-73.75759201652338
5615234.374999999,-118.5802663407845
5737304.687499999,-85.41569516326322
5859374.999999999,-117.4245160089326
5981445.312499999,-84.33653060844627
6103515.624999999,-127.6502625897528
6225585.937499999,-82.11042155649523
6347656.249999999,-110.7569156297096
6469726.562499999,-79.4907964300332
6591796.874999999,-124.6938892416763
6713867.187499999,-81.48395507021583
6835937.499999999,-120.5905797187273
6958007.812499999,-79.57925597271274
7080078.124999999,-110.3481812032614
7202148.437499999,-81.18482931119308
7324218.749999999,-128.211202877693
7446289.062499999,-82.56595169899227
7568359.374999999,-98.26592991041294
7690429.687499999,-78.13930726304973
