/IDAC_core/IBIT_cell_2/OUTn X,/IDAC_core/IBIT_cell_2/OUTn Y
0,0.0002022669519160564
1,0.000203339774002933
2,0.0002044125841260743
3,0.0002054853810774955
4,0.0002065581536424026
5,0.0002076309247994113
6,0.0002087036833230029
7,0.0002097764280652948
8,0.0002108490848840448
9,0.0002119218025051151
10,0.0002129945068329166
11,0.0002140671967812217
12,0.0002151398608849543
13,0.0002162125225216175
14,0.0002172851702149582
15,0.0002183578029420479
16,0.0002194300773153172
17,0.0002205026801609951
18,0.0002215752684135458
19,0.0002226478411150319
20,0.0002237203865201456
21,0.0002247929284496314
22,0.0002258654551466305
23,0.0002269379657200281
24,0.0002280103843812326
25,0.0002290828628950028
26,0.000230155325538126
27,0.0002312277714881842
28,0.0002323001886890325
29,0.000233372601451011
30,0.0002344449977061094
31,0.0002355173767025716
32,0.0002365882688052886
33,0.0002376606114808526
34,0.0002387329369836392
35,0.000239805244634399
36,0.0002408775220345271
37,0.0002419497940321151
38,0.0002430220482164175
39,0.000244094283982983
40,0.0002451664234485523
41,0.0002462386222522083
42,0.0002473108025965267
43,0.0002483829639540379
44,0.0002494550935510266
45,0.0002505272168244542
46,0.0002515993209882232
47,0.0002526714055941256
48,0.0002537431117961532
49,0.0002548151565358383
50,0.0002558871815011539
51,0.0002569591863254524
52,0.0002580311578257459
53,0.0002591031220813155
54,0.0002601750658965686
55,0.0002612469889889052
56,0.0002623188108935415
57,0.000263390692036964
58,0.0002644625520628415
59,0.0002655343907751318
60,0.0002666061945457769
61,0.0002676779901529479
62,0.0002687497639557704
63,0.0002698215158473808
