/IDAC_core/IBIT_cell_6/OUTn X,/IDAC_core/IBIT_cell_6/OUTn Y
0,0.003228029446634203
1,0.003245520557392317
2,0.003263010836832416
3,0.003280501697684927
4,0.003297988727739076
5,0.003315479331486311
6,0.003332969096816608
7,0.003350459435193251
8,0.003367933604449248
9,0.003385423671064113
10,0.003402912892244663
11,0.003420402678415227
12,0.003437888623724357
13,0.003455378122621982
14,0.003472866769347029
15,0.003490355973512267
16,0.003507777424584098
17,0.00352526631405508
18,0.003542754344133691
19,0.003560242923846254
20,0.003577727650843344
21,0.003595215914198016
22,0.003612703311643446
23,0.003630191251848852
24,0.003647662995255343
25,0.003665150604507611
26,0.003682637341285777
27,0.003700124614129489
28,0.003717608021346643
29,0.003735094951303664
30,0.003752581002385663
31,0.003770067583231338
32,0.00378725374644696
33,0.003804739735468364
34,0.003822224835768043
35,0.003839710456269149
36,0.003857192193136595
37,0.003874677438576773
38,0.003892161788827776
39,0.003909646653367846
40,0.003927115253690316
41,0.003944599727560063
42,0.003962083299626606
43,0.003979567380153864
44,0.003997047560261278
45,0.004014531240840153
46,0.004032014013081453
47,0.004049497288268381
48,0.004066912011539216
49,0.004084394840811223
50,0.004101876754464775
51,0.004119359165029716
52,0.004136837655689803
53,0.004154319640792895
54,0.004171800703594045
55,0.004189282258113249
56,0.004206747443678182
57,0.004224228555537551
58,0.004241708738188962
59,0.004259189407380392
60,0.004276666135405576
61,0.004294146354970609
62,0.004311625638441843
63,0.004329105403538119
