/IDAC_core/IBIT_cell_4/OUTn X,/IDAC_core/IBIT_cell_4/OUTn Y
0,0.0008072473003461219
1,0.0008116220433837991
2,0.0008159967639182945
3,0.0008203714588285324
4,0.0008247459901252391
5,0.0008291206350587048
6,0.000833495255543305
7,0.0008378698486394423
8,0.0008422435688664701
9,0.0008466181085186109
10,0.0008509926218471301
11,0.0008553671061039823
12,0.0008597414231612123
13,0.0008641158503210871
14,0.0008684902493582566
15,0.0008728646177264248
16,0.0008772351168586245
17,0.0008816094252871914
18,0.0008859837038208011
19,0.0008903579501252272
20,0.0008947320257686792
21,0.0008991062083618952
22,0.0009034803593749978
23,0.0009078544766962832
24,0.0009122277160495724
25,0.0009166017666143245
26,0.0009209757839535874
27,0.0009253497661887374
28,0.0009297235744222852
29,0.0009340974868280894
30,0.0009384713644101766
31,0.0009428452055336767
32,0.0009472028292226262
33,0.0009515765961418417
34,0.0009559503265313452
35,0.0009603240190104078
36,0.0009646975340564622
37,0.0009690711506597301
38,0.0009734447291989464
39,0.0009778182685587725
40,0.000982190923300159
41,0.0009865643839543508
42,0.0009909378050284197
43,0.0009953111856834209
44,0.0009996843856131595
45,0.001004057684879021
46,0.001008430943076093
47,0.001012804159652971
48,0.001017173492608756
49,0.001021546624536452
50,0.001025919713889326
51,0.001030292760414659
52,0.001034665622864559
53,0.00103903858262714
54,0.001043411498355892
55,0.001047784370108278
56,0.001052156348927919
57,0.001056529131159551
58,0.001060901867901212
59,0.00106527455953205
60,0.001069647063703622
61,0.001074019663389262
62,0.001078392216142114
63,0.001082764722674717
