/IDAC_core/IBIT_cell_1/OUTn X,/IDAC_core/IBIT_cell_1/OUTn Y
0,0.0001007602456463586
1,0.0001013166121738735
2,0.0001018735883615706
3,0.0001024299534045063
4,0.0001029875373213459
5,0.0001035439002400245
6,0.0001041008709251853
7,0.0001046572319277758
8,0.0001052154109432099
9,0.000105771768991393
10,0.0001063287329348295
11,0.0001068850886618305
12,0.0001074426561712677
13,0.0001079990089669823
14,0.0001085559658083733
15,0.0001091123158995692
16,0.0001096710454872799
17,0.0001102273914757676
18,0.0001107843396794741
19,0.0001113406826026068
20,0.0001118982303360075
21,0.0001124545696085539
22,0.0001130115092854407
23,0.0001135678451488105
24,0.0001141259785056325
25,0.0001146823099799998
26,0.0001152392400650843
27,0.0001157955678045216
28,0.0001163530934922214
29,0.0001169094169325514
30,0.0001174663372069349
31,0.0001180226566010401
32,0.0001185817830145741
33,0.0001191380966981855
34,0.0001196950054529366
35,0.000120251314793946
36,0.0001208088153170355
37,0.0001213651197691725
38,0.0001219220175462566
39,0.0001224783173712894
40,0.0001230363947146377
41,0.0001235926889763919
42,0.0001241495748305363
43,0.0001247058641931866
44,0.0001252633380651578
45,0.0001258196219977426
46,0.0001263764958038398
47,0.0001269327745749156
48,0.00012749138048767
49,0.0001280476527975199
50,0.0001286045132737237
51,0.0001291607801706428
52,0.0001297182249859118
53,0.0001302744859520754
54,0.0001308313333903549
55,0.0001313875886993764
56,0.0001319456020197764
57,0.0001325018507688617
58,0.0001330586843068687
59,0.0001336149271632984
60,0.0001341723414252475
61,0.0001347285778825256
62,0.0001352853974568443
63,0.0001358416277922312
