/IDAC_core/IBIT_cell_2/OUTn X,/IDAC_core/IBIT_cell_2/OUTn Y
0,0.000201826404257446
1,0.0002029201693763935
2,0.0002040139744224108
3,0.0002051077283026745
4,0.0002062015583975643
5,0.0002072953005405264
6,0.00020838908200576
7,0.0002094828119878446
8,0.0002105766186818441
9,0.0002116703360045973
10,0.0002127640920661054
11,0.0002138577963469345
12,0.0002149515754172621
13,0.0002160452661978942
14,0.000217138995153529
15,0.0002182326720493922
16,0.000219326284134617
17,0.0002204199466880762
18,0.0002215136468681034
19,0.0002226072947233409
20,0.0002237010160112614
21,0.0002247946487420643
22,0.0002258883185684819
23,0.0002269819358214168
24,0.0002280756266869985
25,0.0002291692280221076
26,0.0002302628659352799
27,0.0002313564510385931
28,0.0002324501082743347
29,0.0002335436767448913
30,0.0002346372812885725
31,0.0002357308327976081
32,0.0002368236109291185
33,0.0002379171450504135
34,0.0002390107147422162
35,0.0002401042311759038
36,0.0002411978184761618
37,0.0002422913168409227
38,0.0002433848502916645
39,0.0002444783302780617
40,0.0002455718808723157
41,0.0002466653420739746
42,0.0002477588378851052
43,0.0002488522800328394
44,0.00024994579182157
45,0.0002510392145489924
46,0.000252132671417067
47,0.0002532260744295892
48,0.0002543194060551105
49,0.0002554127889123843
50,0.0002565062054458338
51,0.0002575995679351742
52,0.0002586929988617417
53,0.0002597863406277381
54,0.0002608797156128364
55,0.0002619730363719818
56,0.0002630664247576444
57,0.0002641597241196972
58,0.0002652530562479774
59,0.0002663463339720138
60,0.0002674396789470799
61,0.0002685329346852996
62,0.0002696262227410438
63,0.0002707194562178188
