/IDAC_core/IBIT_cell_6/OUTn X,/IDAC_core/IBIT_cell_6/OUTn Y
0,0.003234981524709767
1,0.003252135555733098
2,0.003269288247852455
3,0.003286441776957888
4,0.003303589490137727
5,0.003320742500861021
6,0.003337894156899962
7,0.003355046642769642
8,0.003372174489727824
9,0.003389326406246096
10,0.00340647695166678
11,0.003423628319811348
12,0.003440773796637587
13,0.003457924599417162
14,0.00347507401481113
15,0.00349222424666144
16,0.003509264551031883
17,0.003526413971700014
18,0.003543561985630102
19,0.003560710807334648
20,0.003577853652769798
21,0.003595001857709603
22,0.003612148638838983
23,0.003629296222146955
24,0.003646418503316603
25,0.003663565411995544
26,0.00368071087891831
27,0.00369785714229555
28,0.003714997338575995
29,0.003732142937935375
30,0.003749287077583926
31,0.003766432008741846
32,0.003782964685621503
33,0.00380010647989302
34,0.003817246768248371
35,0.003834387814938582
36,0.003851522668089783
37,0.003868662946123913
38,0.003885801697959366
39,0.003902941202430839
40,0.003920054568000743
41,0.003937193234552556
42,0.003954330353452867
43,0.003971468218946212
44,0.003988599779372351
45,0.004005736821333472
46,0.004022872294006958
47,0.004040008507927687
48,0.004057025755308064
49,0.004074160792660612
50,0.00409129423463372
51,0.004108428408832741
52,0.004125556152843267
53,0.004142689439691936
54,0.004159821107853356
55,0.00417695350303044
56,0.004194058764693789
57,0.00421119019145686
58,0.004228319974781822
59,0.004245450479400465
60,0.004262574420128971
61,0.004279703976600322
62,0.004296831864579312
63,0.004313960468826263
