/IDAC_core/IBIT_cell_1/OUTn X,/IDAC_core/IBIT_cell_1/OUTn Y
0,0.0001009145377198894
1,0.0001014614054693957
2,0.0001020083181777479
3,0.0001025551804198016
4,0.0001031021328388812
5,0.0001036489893050226
6,0.000104195890354191
7,0.000104742740851858
8,0.0001052897174881939
9,0.0001058365617276312
10,0.0001063834501856061
11,0.0001069302880164384
12,0.0001074772150145821
13,0.000108024046188998
14,0.0001085709212277611
15,0.0001091177455723228
16,0.0001096646958533595
17,0.0001102115130722953
18,0.0001107583738101501
19,0.0001113051837938823
20,0.000111852081975313
21,0.0001123988844925199
22,0.000112945730191912
23,0.0001134925250843611
24,0.000114039443652809
25,0.0001145862306630096
26,0.0001151330605260016
27,0.0001156798395350599
28,0.0001162267058053604
29,0.000116773476595034
30,0.0001173202899147936
31,0.0001178670523388386
32,0.0001184137978442617
33,0.0001189605516087289
34,0.0001195073475844633
35,0.000120054092625173
36,0.0001206009240151177
37,0.0001211476601240924
38,0.0001216944381328209
39,0.0001222411651731481
40,0.0001227880135295639
41,0.0001233347312634595
42,0.0001238814905902091
43,0.0001244281989184782
44,0.000124974992707034
45,0.0001255216914296081
46,0.0001260684314423361
47,0.0001266151204294097
48,0.0001271619296714171
49,0.0001277086086557428
50,0.0001282553286307164
51,0.0001288019975548266
52,0.0001293487510665053
53,0.0001298954097362588
54,0.000130442109100767
55,0.000130988757391593
56,0.0001315355247005884
57,0.0001320821623856393
58,0.0001326288404722288
59,0.0001331754674638329
60,0.0001337221781834445
61,0.000134268794291701
62,0.0001348154505106985
63,0.0001353620556146783
