/IDAC_core/IBIT_cell_5/OUTn X,/IDAC_core/IBIT_cell_5/OUTn Y
0,0.001611825810524713
1,0.001620734647683096
2,0.001629643920161682
3,0.001638552702133638
4,0.001647461923164771
5,0.001656370646530631
6,0.001665279800525344
7,0.001674188461945849
8,0.001683095738105788
9,0.001692004335546883
10,0.001700913359103242
11,0.001709821888204068
12,0.00171873084731298
13,0.001727639305011109
14,0.001736548184500247
15,0.001745456567850989
16,0.001754354414027114
17,0.001763262726218758
18,0.001772171455961563
19,0.001781079687975608
20,0.001789988341331642
21,0.001798896490394103
22,0.001807805052981943
23,0.001816713116475258
24,0.001825619794756895
25,0.001834527770988817
26,0.00184343615683293
27,0.001852344042338783
28,0.001861252340904064
29,0.001870160133140841
30,0.00187906833120512
31,0.00188797602782583
32,0.001896834302754974
33,0.001905741919936363
34,0.001914649938989199
35,0.001923557455326721
36,0.00193246537641254
37,0.001941372789550277
38,0.001950280600971862
39,0.001959187908789901
40,0.001968093828686994
41,0.001977001029645304
42,0.001985908625369129
43,0.001994815716680444
44,0.002003723204844292
45,0.002012630184299518
46,0.002021537555089507
47,0.002030444420756054
48,0.002039340876902038
49,0.002048247630529026
50,0.002057154772061355
51,0.002066061407769982
52,0.002074968432472495
53,0.002083874948169853
54,0.002092781848467866
55,0.002101688242378219
56,0.002110593242910168
57,0.002119499513516293
58,0.002128406165458306
59,0.002137312310499078
60,0.002146218836763596
61,0.00215512485423592
62,0.002164031249838998
63,0.002172937138097781
