/IDAC_core/IBIT_cell_1/OUTn X,/IDAC_core/IBIT_cell_1/OUTn Y
0,0.0001011347924969933
1,0.0001016712121756617
2,0.0001022076293214253
3,0.0001027440365280696
4,0.0001032804415385654
5,0.0001038168359456553
6,0.0001043532274806698
7,0.00010488960877812
8,0.0001054259753642406
9,0.0001059623432130903
10,0.0001064987078563063
11,0.0001070350619692266
12,0.0001075714131597992
13,0.0001081077532200347
14,0.0001086440897460793
15,0.0001091804154542368
16,0.0001097166622892012
17,0.0001102529732444101
18,0.0001107892803389718
19,0.0001113255763303221
20,0.0001118618686841543
21,0.0001123981494012129
22,0.0001129344259352637
23,0.0001134706910850861
24,0.0001140069397781942
25,0.0001145431890298498
26,0.0001150794337774835
27,0.0001156156668614525
28,0.0001161518955978448
29,0.0001166881122062176
30,0.000117224323990632
31,0.0001177605238332896
32,0.0001182963684515561
33,0.0001188325507562378
34,0.0001193687279099878
35,0.0001199048928371052
36,0.0001204410526964847
37,0.0001209771999371461
38,0.000121513341705875
39,0.0001220494709694252
40,0.0001225855819474129
41,0.0001231216928960109
42,0.0001236577980497288
43,0.0001241938904181202
44,0.0001247299769950755
45,0.0001252660504704968
46,0.000125802117826096
47,0.0001263381721146001
48,0.0001268741410513787
49,0.0001274101756968679
50,0.000127946203892772
51,0.0001284822187353784
52,0.0001290182270453782
53,0.0001295542217656455
54,0.0001300902097046304
55,0.0001306261840026144
56,0.0001311621380528307
57,0.000131698091571697
58,0.0001322340379728614
59,0.0001327699704410458
60,0.0001333058956151431
61,0.000133841806703902
62,0.0001343777103339151
63,0.0001349135997348205
