/IDAC_core/IBIT_cell_3/OUTn X,/IDAC_core/IBIT_cell_3/OUTn Y
0,0.0004045234457983329
1,0.0004066690062484211
2,0.0004088145293044925
3,0.0004109600387476717
4,0.0004131054475135866
5,0.0004152509046022857
6,0.0004173963229412283
7,0.0004195417264478678
8,0.0004216867611309062
9,0.0004238321094924511
10,0.000425977417762769
11,0.0004281227100036826
12,0.000430267898416649
13,0.0004324131332236788
14,0.0004345583266170431
15,0.0004367035028112465
16,0.0004388472059916732
17,0.0004409923208304655
18,0.0004431373929175927
19,0.0004452824466286082
20,0.0004474273933110632
21,0.00044957238459686
22,0.0004517173318235144
23,0.0004538622595365405
24,0.0004560068076834374
25,0.0004581516702133987
26,0.0004602964873732908
27,0.0004624412838875616
28,0.0004645859701267731
29,0.0004667306993283522
30,0.0004688753818521091
31,0.0004710200426107143
32,0.0004731586010837441
33,0.0004753031834940516
34,0.0004774477177923002
35,0.0004795922290878784
36,0.000481736626647061
37,0.000483881065514415
38,0.0004860254549448201
39,0.0004881698202551187
40,0.0004903137935074009
41,0.0004924580835340151
42,0.0004946023227811618
43,0.0004967465367831412
44,0.0004988906335695102
45,0.0005010347702068253
46,0.0005031788547127009
47,0.0005053229128492816
48,0.0005074654250408782
49,0.0005096094009944752
50,0.0005117533234162148
51,0.0005138972183064459
52,0.0005160409923195601
53,0.0005181848047673617
54,0.0005203285622917969
55,0.000522472291142634
56,0.0005246156135056455
57,0.0005267592568602677
58,0.0005289028438700942
59,0.0005310464010455332
60,0.0005331898335203624
61,0.0005353333030878318
62,0.0005374767148688079
63,0.0005396200956460167
