DAC Output Spectrum X,DAC Output Spectrum Y
0,-51.67164764934081
122070.3125,-88.62676438600658
244140.625,-86.65274898073191
366210.9374999999,-85.0350741798938
488281.2499999999,-103.2348403030251
610351.5624999999,-78.2518846644456
732421.8749999999,-89.28502174592543
854492.1874999999,-82.85698999504419
976562.4999999999,-94.39903794819514
1098632.8125,-79.50846159104378
1220703.125,-111.586654096667
1342773.4375,-91.65057285217753
1464843.75,-96.32167783941193
1586914.0625,-84.79237918683658
1708984.375,-98.97996110142829
1831054.6875,-72.85719644771818
1953125,-106.2708291358015
2075195.3125,-75.20387163673925
2197265.625,-104.6261077577419
2319335.9375,-76.17086699144906
2441406.25,-101.4930696989863
2563476.5625,-84.46149927571975
2685546.875,-113.3899449301902
2807617.1875,-79.72406740007003
2929687.5,-107.651826008465
3051757.8125,-77.18744548287484
3173828.125,-103.1274330258721
3295898.4375,-77.77310586242868
3417968.75,-103.0235045461276
3540039.0625,-78.64651659412415
3662109.375,-104.3118409591457
3784179.6875,-75.90893990310893
3906250,-104.4783460119065
4028320.3125,-76.15576156708512
4150390.625,-105.944809147741
4272460.937499999,-79.80334185931765
4394531.249999999,-112.6089916924981
4516601.562499999,-79.60757815192332
4638671.874999999,-115.02304426301
4760742.187499999,-81.35306774926691
4882812.499999999,-113.674193514497
5004882.812499999,-83.1995752629765
5126953.124999999,-109.1592862184091
5249023.437499999,-81.95344716457168
5371093.749999999,-108.8510489426396
5493164.062499999,-79.64702553368907
5615234.374999999,-110.9351351766993
5737304.687499999,-87.21820336703345
5859374.999999999,-110.803475400548
5981445.312499999,-81.82165888860298
6103515.624999999,-104.182337211755
6225585.937499999,-89.40903009036587
6347656.249999999,-110.2676732955588
6469726.562499999,-83.13897425147424
6591796.874999999,-117.5727536679546
6713867.187499999,-76.86495767880176
6835937.499999999,-107.7863249403175
6958007.812499999,-77.11472156700272
7080078.124999999,-112.3790032905579
7202148.437499999,-75.72763219825049
7324218.749999999,-121.7071759799864
7446289.062499999,-85.00549769229563
7568359.374999999,-109.0986578537874
7690429.687499999,-78.8665411730577
7812499.999999999,-113.0709665086312
7934570.312499999,-85.23084801920615
8056640.624999999,-115.390413934547
8178710.937499999,-75.13811330176696
8300781.249999999,-110.5578003632976
8422851.562499998,-76.53364466690707
8544921.874999998,-109.5946770177806
8666992.187499998,-83.26888702653022
8789062.499999998,-112.8460527055366
8911132.812499998,-82.81377854785174
9033203.124999998,-109.5979827216607
9155273.437499998,-82.35719928279093
9277343.749999998,-108.7990241075385
9399414.062499998,-80.42111337096429
9521484.374999998,-107.0926985562816
9643554.687499998,-82.22892560070957
9765624.999999998,-112.2998020249403
9887695.312499998,-86.14095630461492
10009765.625,-110.0590177530574
10131835.9375,-80.98948617298582
10253906.25,-108.0543470440883
10375976.5625,-81.31563654032107
10498046.875,-108.6082261480897
10620117.1875,-79.17176127570369
10742187.5,-109.7168005413087
10864257.8125,-81.8378260209851
10986328.125,-109.3459985886434
11108398.4375,-82.62127623217614
11230468.75,-120.88729582193
11352539.0625,-75.26831741293466
11474609.375,-112.0972010694687
11596679.6875,-79.37752880447623
11718750,-107.9970125351691
11840820.3125,-83.99695881925382
11962890.625,-102.9946604103181
12084960.9375,-99.60586388961026
12207031.25,-112.7394891526061
12329101.5625,-78.37397338979545
12451171.875,-109.338592855506
12573242.1875,-78.11246089143621
12695312.5,-117.480342218759
12817382.8125,-75.98652496595545
12939453.125,-102.7097118918269
13061523.4375,-93.67275295508318
13183593.75,-103.9463823162514
13305664.0625,-80.35789274706688
13427734.375,-104.6679035497405
13549804.6875,-74.50345199474259
13671875,-102.8253749452506
13793945.3125,-78.0322316803509
13916015.625,-108.5037726976839
14038085.9375,-76.58642218103131
14160156.25,-110.9661347418327
14282226.5625,-79.67039844382829
14404296.875,-96.84845390176483
14526367.1875,-90.82459408787423
14648437.5,-113.0075735005671
14770507.8125,-74.74276975891735
14892578.125,-99.46813456585863
15014648.4375,-79.19886641151264
15136718.75,-111.1500838945258
15258789.0625,-95.9725859735305
15380859.375,-116.9420021744777
15502929.6875,-80.25716920546556
15625000,-99.07070099958317
15747070.3125,-82.77542484634571
15869140.625,-101.414849467109
15991210.9375,-84.82096239364654
16113281.25,-86.16997038250815
16235351.5625,-84.7085797905843
16357421.875,-94.58469028068637
16479492.1875,-82.19323000792336
16601562.5,-83.95243984223899
16723632.8125,-86.94121240019345
16845703.125,-75.67181605389985
16967773.4375,-91.98811118666434
17089843.75,-101.8682965951751
17211914.0625,-79.83108533645391
17333984.375,-96.21423855139005
17456054.6875,-88.38933033277752
17578125,-103.787848275841
17700195.3125,-88.37986161583876
17822265.625,-97.87309956102335
17944335.9375,-85.6878086388158
18066406.25,-96.32139426508169
18188476.5625,-87.61060658764336
18310546.875,-108.4543950642589
18432617.1875,-74.30204706446092
18554687.5,-97.13340061705065
18676757.8125,-75.33896949419426
18798828.125,-99.30195868449212
18920898.4375,-81.48854736459143
19042968.75,-109.8645616106359
